Title,Link,Authors,Year,Cited,
Tinjauan Historis Implementasi Isi Perjanjian Linggarjati Indonesia dan Belanda Tahun 1946-1947,https://scholar.google.com/scholar?q=+intitle:'Tinjauan Historis Implementasi Isi Perjanjian Linggarjati Indonesia dan Belanda Tahun 1946-1947',"Authors : DI Sari, I Syah, M Basri",2014,7 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
TINJAUAN HISTORIS KEMENANGAN PASUKAN SULTAN MAHMUD BADARUDDIN II MELAWAN BELANDA TAHUN 1819,https://scholar.google.com/scholar?q=+intitle:'TINJAUAN HISTORIS KEMENANGAN PASUKAN SULTAN MAHMUD BADARUDDIN II MELAWAN BELANDA TAHUN 1819',"Authors : M Handayani, M Syaiful, M Basri",2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
PENERAPAN METODE PROBLEM POSING DALAM UPAYA MENINGKATKAN HASIL BELAJAR SEJARAH,https://scholar.google.com/scholar?q=+intitle:'PENERAPAN METODE PROBLEM POSING DALAM UPAYA MENINGKATKAN HASIL BELAJAR SEJARAH',"Authors : M Maskun, M Basri",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Model Pembelajaran Cooperative Script Dalam Meningkatkan Prestasi Belajar Siswa,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Model Pembelajaran Cooperative Script Dalam Meningkatkan Prestasi Belajar Siswa',"Authors : Y Trilarasati, I Syah, M Basri",2014,2 cited,Quality Education (Pendidikan Berkualitas)
HUBUNGAN GOLONGAN DARAH DENGAN PREVALENSI STROKE DI RUMAH SAKIT KHUSUS DAERAH PROVINSI SULAWESI SELATAN,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN GOLONGAN DARAH DENGAN PREVALENSI STROKE DI RUMAH SAKIT KHUSUS DAERAH PROVINSI SULAWESI SELATAN',"Authors : M Basri, Y Yusdar",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Motif Batik Nekara Dan Bejana Lampung,https://scholar.google.com/scholar?q=+intitle:'Motif Batik Nekara Dan Bejana Lampung',"Authors : MB Muhammad Basri, S Sumargono",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Tradisi upacara nadran pada masyarakat nelayan Cirebon di Kelurahan Kangkung Bandar Lampung,https://scholar.google.com/scholar?q=+intitle:'Tradisi upacara nadran pada masyarakat nelayan Cirebon di Kelurahan Kangkung Bandar Lampung',"Authors : N Nurai'ni, W Wakidi, M Basri",2014,5 cited,Sustainable Cities and Communities (Kota dan Permukiman Berkelanjutan)
"THE EFFECTS OF TRANSFORIIiATIONAL LEADERSHIPON THE TEACHER PERFORMANCE AT SENIOR HIGH SCHOOL, MAROS REGENCY","https://scholar.google.com/scholar?q=+intitle:'THE EFFECTS OF TRANSFORIIiATIONAL LEADERSHIPON THE TEACHER PERFORMANCE AT SENIOR HIGH SCHOOL, MAROS REGENCY'","Authors : D Didin, M Basri, M RUSDI, S Samad",2014,9 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Pemanfaatan Media Film Dokumenter Terhadap Hasil Belajar IPS,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemanfaatan Media Film Dokumenter Terhadap Hasil Belajar IPS',"Authors : MR Mustika, M Syaiful, M Basri",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Toksisitas Metil Metsulfuron Hubungannya Dengan Maskulinitas Copepoda Daphnia SP.,https://scholar.google.com/scholar?q=+intitle:'Toksisitas Metil Metsulfuron Hubungannya Dengan Maskulinitas Copepoda Daphnia SP.',"Authors : M Muarif, Q Hasani, H Wijayanti",2014,1 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Hukum Persaingan Usaha Kajian Teoritis Menciptakan Persaingan Sehat Dalam Usaha,https://scholar.google.com/scholar?q=+intitle:'Hukum Persaingan Usaha Kajian Teoritis Menciptakan Persaingan Sehat Dalam Usaha',Authors : R Murniati,2014,35 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Hubungan antara karakteristik responden dan sikap kerja duduk dengan keluhan nyeri punggung bawah,https://scholar.google.com/scholar?q=+intitle:'Hubungan antara karakteristik responden dan sikap kerja duduk dengan keluhan nyeri punggung bawah',"Authors : AR Umami, RI Hartanti, PS Dewi",2014,5 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Pengaruh Variasi Volume Terak (Slag) dan Abu Sekam Padi Terhadap Sifat Fisis dan Mekanis Komposit Semen-Terak (Slag)-Abu Sekam Padi,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Variasi Volume Terak (Slag) dan Abu Sekam Padi Terhadap Sifat Fisis dan Mekanis Komposit Semen-Terak (Slag)-Abu Sekam Padi',"Authors : IM Ridwan, PK Karo, S Suprihatin",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Pengaruh Batu Apung Sebagai Bahan Abrasif Terhadap Karakteristik Komposit,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Batu Apung Sebagai Bahan Abrasif Terhadap Karakteristik Komposit',"Authors : R Nurhasanah, PK Karo, S Suprihatin",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Pembuatan dan karakterisasi komposit batako ringan dengan campuran sekam padi sebagai bahan pengisi untuk kontruksi bangunan redam suara,https://scholar.google.com/scholar?q=+intitle:'Pembuatan dan karakterisasi komposit batako ringan dengan campuran sekam padi sebagai bahan pengisi untuk kontruksi bangunan redam suara',"Authors : A Pratama, PK Karo, S Sembiring",2014,4 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
efek protektif ekstrak daun binahong terhadap gambaran histopatologi lambung tikus galur sprague dawley yang diinduksi etanol,https://scholar.google.com/scholar?q=+intitle:'efek protektif ekstrak daun binahong terhadap gambaran histopatologi lambung tikus galur sprague dawley yang diinduksi etanol',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
ekstrak etanol daun sirsak berpotensi memiliki efek kemoterapi pada kanker payudara tikus,https://scholar.google.com/scholar?q=+intitle:'ekstrak etanol daun sirsak berpotensi memiliki efek kemoterapi pada kanker payudara tikus',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
efek protektif ekstrak daun binahong terhadap gambaran histopatologi hati tikus galur spragae dawley yang diinduksi et,https://scholar.google.com/scholar?q=+intitle:'efek protektif ekstrak daun binahong terhadap gambaran histopatologi hati tikus galur spragae dawley yang diinduksi et',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
efek protektif ekstrak daun binahong terhadap gambaran histopatologi tubulus proksimal ginjal tikus galur sprague dawley yang diinduksi etanol,https://scholar.google.com/scholar?q=+intitle:'efek protektif ekstrak daun binahong terhadap gambaran histopatologi tubulus proksimal ginjal tikus galur sprague dawley yang diinduksi etanol',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
pengaruh paparan sinar lampu ultraviolet terhadap berat organ dan gambaran histopatologi hepar mencit jantan,https://scholar.google.com/scholar?q=+intitle:'pengaruh paparan sinar lampu ultraviolet terhadap berat organ dan gambaran histopatologi hepar mencit jantan',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Efek Protektif Ekstrak Etanol Daun Binahong Terhadap Gamabaran Histopatologi Hati Tikus Putih Galur Sprague Dawley yang Diinduksi Et,https://scholar.google.com/scholar?q=+intitle:'Efek Protektif Ekstrak Etanol Daun Binahong Terhadap Gamabaran Histopatologi Hati Tikus Putih Galur Sprague Dawley yang Diinduksi Et',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Extract Etanol Daun Sirsak Berpotensi Memiliki Efek Kemoterapi pada Kanker Payudara Tikus putuh,https://scholar.google.com/scholar?q=+intitle:'Extract Etanol Daun Sirsak Berpotensi Memiliki Efek Kemoterapi pada Kanker Payudara Tikus putuh',Authors : H Busman,2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Ekstrak Ethanol Daun Sirsak (Annona Murkata) Berpotensi Memiliki Efek Kemoterapi pada Kanker Payudara Tikus Putih (Ethanol Extract of Soursop Leaves (Annona muricata) has …,https://scholar.google.com/scholar?q=+intitle:'Ekstrak Ethanol Daun Sirsak (Annona Murkata) Berpotensi Memiliki Efek Kemoterapi pada Kanker Payudara Tikus Putih (Ethanol Extract of Soursop Leaves (Annona muricata) has …',"Authors : I Windarti, H Busman, H Tarigan, BP DJ",2014,0 cited,Good Health and Well-being (Kehidupan Sehat dan Sejahtera)
Kajian Eksperimental Pengaruh Bentuk Sudu Terhadap Unjuk Kerja Turbin Helik Untuk Sistem Pembangkit Listrik Tenaga Mikro Hidro (Pltmh),https://scholar.google.com/scholar?q=+intitle:'Kajian Eksperimental Pengaruh Bentuk Sudu Terhadap Unjuk Kerja Turbin Helik Untuk Sistem Pembangkit Listrik Tenaga Mikro Hidro (Pltmh)',"Authors : AW Sitepu, JB Sinaga, A Sugiri",2014,16 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Studi Potensi Pembangkit Listrik Tenaga Mikrohidro (PLTMH) pada PDAM Way Sekampung Kabupaten Pringsewu,https://scholar.google.com/scholar?q=+intitle:'Studi Potensi Pembangkit Listrik Tenaga Mikrohidro (PLTMH) pada PDAM Way Sekampung Kabupaten Pringsewu',Authors : A Sugiri,2014,2 cited,Affordable and Clean Energy (Energi Bersih dan Terjangkau)
Pengembangan Model Pembelajaran Kooperatif Learning Tipe Make A Match,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Model Pembelajaran Kooperatif Learning Tipe Make A Match',"Authors : S Aisyah, A Hasyim, R Riswandi",2014,9 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH PERSEPSI TENTANG METODE MENGAJAR, DISIPLIN BELAJAR, MOTIVASI BERPRESTASI TERHADAP HASIL BELAJAR","https://scholar.google.com/scholar?q=+intitle:'PENGARUH PERSEPSI TENTANG METODE MENGAJAR, DISIPLIN BELAJAR, MOTIVASI BERPRESTASI TERHADAP HASIL BELAJAR'","Authors : KZ Devi, IK Winatha, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH IQ, KEBIASAAN BELAJAR DAN AKTIVITAS BELAJAR TERHADAP HASIL BELAJAR IPS TERPADU","https://scholar.google.com/scholar?q=+intitle:'PENGARUH IQ, KEBIASAAN BELAJAR DAN AKTIVITAS BELAJAR TERHADAP HASIL BELAJAR IPS TERPADU'","Authors : N Septianawati, IK Winatha, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
PERBANDINGAN HASIL BELAJAR MODEL PEMBELAJARAN NHT DAN GI DENGAN MEMPERHATIKAN MOTIVASI BERPRESTASI,https://scholar.google.com/scholar?q=+intitle:'PERBANDINGAN HASIL BELAJAR MODEL PEMBELAJARAN NHT DAN GI DENGAN MEMPERHATIKAN MOTIVASI BERPRESTASI',"Authors : VB Fentisari, E Purnomo, Y Rizal",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Studi Perbandingan Hasil Belajar Siswa yang Pembelajarannya Menggunakan Model CS dan MM,https://scholar.google.com/scholar?q=+intitle:'Studi Perbandingan Hasil Belajar Siswa yang Pembelajarannya Menggunakan Model CS dan MM',"Authors : E Suderajat, N Nurdin, D Bangun",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Pengaruh Pemanfaatan Perpustakaan Sekolah Dan Minat Baca Siswa Terhadap Hasil Belajar,https://scholar.google.com/scholar?q=+intitle:'Pengaruh Pemanfaatan Perpustakaan Sekolah Dan Minat Baca Siswa Terhadap Hasil Belajar',"Authors : DA Anggraini, Y Rizal, N Nurdin",2014,1 cited,Quality Education (Pendidikan Berkualitas)
Hubungan Metode Mengajar Guru dan Lingkungan Belajar di Sekolah dengan Hasil Belajar,https://scholar.google.com/scholar?q=+intitle:'Hubungan Metode Mengajar Guru dan Lingkungan Belajar di Sekolah dengan Hasil Belajar',"Authors : M Marzuki, E Rupaidah, N Nurdin",2014,1 cited,Quality Education (Pendidikan Berkualitas)
HUBUNGAN MINAT BACA DAN LINGKUNGAN BELAJAR DI SEKOLAH DENGAN PRESTASI BELAJAR,https://scholar.google.com/scholar?q=+intitle:'HUBUNGAN MINAT BACA DAN LINGKUNGAN BELAJAR DI SEKOLAH DENGAN PRESTASI BELAJAR',"Authors : E Ristiani, E Rupaidah, D Bangun",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH PERSEPSI SISWA TENTANG KEWIRAUSAHAAN, LINGKUNGAN KELUARGA MELALUI MOTIVASI TERHADAP MINAT BERWIRASWASTA","https://scholar.google.com/scholar?q=+intitle:'PENGARUH PERSEPSI SISWA TENTANG KEWIRAUSAHAAN, LINGKUNGAN KELUARGA MELALUI MOTIVASI TERHADAP MINAT BERWIRASWASTA'","Authors : R Pranieta, E Rupaidah, N Nurdin",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH DISIPLIN KERJA, SARANA, KOMPENSASI TERHADAP KINERJA GURU SERTIFIKASI SMK BANDAR LAMPUNG","https://scholar.google.com/scholar?q=+intitle:'PENGARUH DISIPLIN KERJA, SARANA, KOMPENSASI TERHADAP KINERJA GURU SERTIFIKASI SMK BANDAR LAMPUNG'","Authors : RM Zorina, E Rupaidah, S Samsi",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"PENGARUH PEMBELAJARAN SOFT SKILLS, LINGKUNGAN KELUARGA TERHADAP MINAT BERWIRAUSAHA","https://scholar.google.com/scholar?q=+intitle:'PENGARUH PEMBELAJARAN SOFT SKILLS, LINGKUNGAN KELUARGA TERHADAP MINAT BERWIRAUSAHA'","Authors : N Amelia, E Rupaidah, N Nurdin",2014,1 cited,Quality Education (Pendidikan Berkualitas)
,,,,,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
Hubungan Akseptabilitas dengan Pemanfaatan Pusat Informasi dan Konseling Kesehatan Reproduksi Remaja pada Siswa Kelas X di SMA N 2 Wates tahun 2014,https://scholar.google.com/scholar?q=+intitle:'Hubungan Akseptabilitas dengan Pemanfaatan Pusat Informasi dan Konseling Kesehatan Reproduksi Remaja pada Siswa Kelas X di SMA N 2 Wates tahun 2014',"Authors : ND Rochmiyati, HF Kurniawati",2014,3 cited,Quality Education (Pendidikan Berkualitas)
Pembelajaran fisika menggunakan SEA berbantuan games untuk mengembangkan karakter siswa smp,https://scholar.google.com/scholar?q=+intitle:'Pembelajaran fisika menggunakan SEA berbantuan games untuk mengembangkan karakter siswa smp',"Authors : D Bestari, D Yulianti, P Dwijananti",2014,13 cited,Quality Education (Pendidikan Berkualitas)
Peningkatan Prestasi Belajar Membaca Dan Memahami Teks Bahasa Inggris,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Prestasi Belajar Membaca Dan Memahami Teks Bahasa Inggris',"Authors : AL Julianti, B Sumitro, D Yulianti",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Peningkatan Keterampilan Proses Sains dan Prestasi Belajar Asam Basa,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Keterampilan Proses Sains dan Prestasi Belajar Asam Basa',"Authors : SA Wulandari, D Yulianti, T Efkar",2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pengembangan Media game ular tangga bervisi SETS tema energi pada pembelajaran IPA terpadu untuk mengembangkan karakter dan aktivitas siswa SMP/MTS,https://scholar.google.com/scholar?q=+intitle:'Pengembangan Media game ular tangga bervisi SETS tema energi pada pembelajaran IPA terpadu untuk mengembangkan karakter dan aktivitas siswa SMP/MTS',"Authors : D Kartikaningtyas, D Yulianti, SD Pamelasari",2014,25 cited,Quality Education (Pendidikan Berkualitas)
Pengembangan karakter peduli lingkungan anak usia dini melalui buku cerita bermuatan sains berwawasan konservasi,https://scholar.google.com/scholar?q=+intitle:'Pengembangan karakter peduli lingkungan anak usia dini melalui buku cerita bermuatan sains berwawasan konservasi',"Authors : D Yulianti, NS Rida, D Diana",2014,24 cited,Quality Education (Pendidikan Berkualitas)
Peningkatan Keterampilan Proses Sains Dan Prestasi Belajar Asam Basa Menggunakan Pembelajaran Kooperatif Student Teams Achievement Division Di Sma Negeri 1 Kalirejo,https://scholar.google.com/scholar?q=+intitle:'Peningkatan Keterampilan Proses Sains Dan Prestasi Belajar Asam Basa Menggunakan Pembelajaran Kooperatif Student Teams Achievement Division Di Sma Negeri 1 Kalirejo',Authors : SA Wulandari,2014,2 cited,Quality Education (Pendidikan Berkualitas)
Pengembangan bahan ajar sains (fisika) tema alam semesta terintegrasi karakter dan berwawasan konservasi,https://scholar.google.com/scholar?q=+intitle:'Pengembangan bahan ajar sains (fisika) tema alam semesta terintegrasi karakter dan berwawasan konservasi',"Authors : A Larasati, D Yulianti",2014,22 cited,Quality Education (Pendidikan Berkualitas)
Pengembangan LKS fisika materi pemantulan dan pembiasan cahaya terintegrasi karakter dengan pendekatan saintifik,https://scholar.google.com/scholar?q=+intitle:'Pengembangan LKS fisika materi pemantulan dan pembiasan cahaya terintegrasi karakter dengan pendekatan saintifik',"Authors : D Ristiyani, D Yulianti",2014,18 cited,Quality Education (Pendidikan Berkualitas)
PENGEMBANGAN PERANGKAT PEMBELAJARAN KIMIA BERBASIS ELEKTRONIK DAN TIDAK BERBASIS ELEKTRONIK,https://scholar.google.com/scholar?q=+intitle:'PENGEMBANGAN PERANGKAT PEMBELAJARAN KIMIA BERBASIS ELEKTRONIK DAN TIDAK BERBASIS ELEKTRONIK',"Authors : E Sofya, D Yulianti",2014,0 cited,Quality Education (Pendidikan Berkualitas)
"Pengaruh Medhia Smart Card Kanthi Teknik Ts-ts (Two Stay-two Stray) Tumrap Kawasisan Nulis Pasangan Ca, Ja, Ma, Ba, Lan Ka, Ta, Lasiswa Kelas VII SMP Negeri 5 Sidoarjo Taun …","https://scholar.google.com/scholar?q=+intitle:'Pengaruh Medhia Smart Card Kanthi Teknik Ts-ts (Two Stay-two Stray) Tumrap Kawasisan Nulis Pasangan Ca, Ja, Ma, Ba, Lan Ka, Ta, Lasiswa Kelas VII SMP Negeri 5 Sidoarjo Taun …'",Authors : D Yulianti,2014,0 cited,Quality Education (Pendidikan Berkualitas)
Pertanggungjawaban Hukum Penguasaan Senjata Api Dan Amunisi Tanpa Izin Oleh Warga Sipil,https://scholar.google.com/scholar?q=+intitle:'Pertanggungjawaban Hukum Penguasaan Senjata Api Dan Amunisi Tanpa Izin Oleh Warga Sipil',"Authors : D Yulianti, S Slamet",2014,7 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Animasi Bandara Raden Inten 2,https://scholar.google.com/scholar?q=+intitle:'Animasi Bandara Raden Inten 2',"Authors : KH Basuki, P KURNIAWAN",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Pembuatan Sistem Robotika Sebagai Implementasi Pergerakan Kamera Secara Autonomous,https://scholar.google.com/scholar?q=+intitle:'Pembuatan Sistem Robotika Sebagai Implementasi Pergerakan Kamera Secara Autonomous',"Authors : DK Putra, AYT Panuju",2014,0 cited,"Industry, Inovation, and Infrastructure (Industri, Inovasi, dan Infrastruktur)"
Dinamika Kedudukan Tap MPR Di Dalam Hierarki Peraturan Perundang-Undangan,https://scholar.google.com/scholar?q=+intitle:'Dinamika Kedudukan Tap MPR Di Dalam Hierarki Peraturan Perundang-Undangan',Authors : M Riananda,2014,4 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
Urgensi badan usaha milik desa (bumdes) dalam pembangun perekonomian desa,https://scholar.google.com/scholar?q=+intitle:'Urgensi badan usaha milik desa (bumdes) dalam pembangun perekonomian desa',Authors : Z Ridlwan,2014,355 cited,Decent Work and Economic Growth (Pekerjaan Layak dan Pertumbuhan Ekonomi)
MEMELIHARA ASAS PACTA SUNT SERVANDA ATAS PERJANJIAN INTERNASIONAL (Telaah Putusan Mahkamah Konstitusi Nomor 33/PUU-IX/2011),https://scholar.google.com/scholar?q=+intitle:'MEMELIHARA ASAS PACTA SUNT SERVANDA ATAS PERJANJIAN INTERNASIONAL (Telaah Putusan Mahkamah Konstitusi Nomor 33/PUU-IX/2011)',Authors : Z Ridlwan,2014,0 cited,"Peace, Justice, and Strong, Instituations (Perdamaian, Keadilan, dan Kelembagaan Tangguh)"
